learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
2,8,4,0.201,0.881,0.16,0.991089,0
3,10,1,0.215,0.875,0.15,0.490448,0
4,13,6,0.229,0.865,0.154,0.185455,0
5,9,2,0.22,0.871,0.172,0.135437,0
6,19,0,0.22,0.863,0.181,0.510559,0
6,19,4,0.22,0.863,0.181,0.060608,1
6,19,5,0.22,0.863,0.181,0.927124,2
6,19,7,0.22,0.863,0.181,0.39624,3
6,19,8,0.22,0.863,0.181,0.14743,4
6,19,9,0.22,0.863,0.181,0.498627,5
6,19,13,0.22,0.863,0.181,0.889557,6
6,19,15,0.22,0.863,0.181,0.800507,7
6,19,18,0.22,0.863,0.181,0.221222,8
8,10,0,0.223,0.887,0.165,0.91571,0
9,13,1,0.199,0.871,0.156,0.336792,0
9,13,8,0.199,0.871,0.156,0.090057,1
12,19,5,0.221,0.877,0.142,0.740021,0
12,19,7,0.221,0.877,0.142,0.918579,1
12,19,9,0.221,0.877,0.142,0.53183,2
13,8,0,0.232,0.87,0.181,0.863098,0
13,8,5,0.232,0.87,0.181,0.564941,4
13,8,6,0.232,0.87,0.181,0.103607,8
13,8,7,0.232,0.87,0.181,0.877625,9
15,15,8,0.218,0.879,0.17,0.095825,0
15,15,13,0.218,0.879,0.17,0.193359,8
16,8,6,0.201,0.854,0.167,0.595154,0
17,16,0,0.22,0.885,0.159,0.878357,0
17,16,11,0.22,0.885,0.159,0.773041,8
17,16,15,0.22,0.885,0.159,0.706848,7
18,10,2,0.213,0.871,0.173,0.724976,7
20,16,3,0.203,0.875,0.159,0.074921,7
20,16,7,0.203,0.875,0.159,0.659485,0
20,16,8,0.203,0.875,0.159,0.753784,5
20,16,10,0.203,0.875,0.159,0.896057,8
20,16,13,0.203,0.875,0.159,0.938782,2
21,6,1,0.224,0.868,0.161,0.832977,8
21,6,3,0.224,0.868,0.161,0.912201,5
21,6,4,0.224,0.868,0.161,0.598206,0
22,11,4,0.213,0.886,0.179,0.255005,5
22,11,6,0.213,0.886,0.179,0.767426,8
22,11,9,0.213,0.886,0.179,0.562225,0
