learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.704589844,N/A,N/A,N/A,No Recommendation Request
1,4,1,0.238,0.877,0.163,0.088531494,0.006225586,0.550598145,N/A,No Rating Submission
1,4,2,0.238,0.877,0.163,0.509246826,N/A,N/A,N/A,No Recommendation Request
1,4,3,0.238,0.877,0.163,0.208557129,0.247589111,0.710083008,N/A,No Rating Submission
2,8,0,0.201,0.881,0.16,0.218841553,N/A,N/A,N/A,No Recommendation Request
2,8,1,0.201,0.881,0.16,0.910827637,N/A,N/A,N/A,No Recommendation Request
2,8,2,0.201,0.881,0.16,0.22869873,N/A,N/A,N/A,No Recommendation Request
2,8,3,0.201,0.881,0.16,0.93170166,N/A,N/A,N/A,No Recommendation Request
2,8,4,0.201,0.881,0.16,0.983032227,N/A,N/A,N/A,No Recommendation Request
2,8,5,0.201,0.881,0.16,0.05368042,0.513397217,0.660797119,N/A,No Rating Submission
2,8,6,0.201,0.881,0.16,0.414886475,N/A,N/A,N/A,No Recommendation Request
2,8,7,0.201,0.881,0.16,0.057250977,0.655853271,0.057983398,3,
3,10,0,0.215,0.875,0.15,0.118621826,0.047454834,0.389038086,N/A,No Rating Submission
3,10,1,0.215,0.875,0.15,0.444091797,N/A,N/A,N/A,No Recommendation Request
3,10,2,0.215,0.875,0.15,0.577758789,N/A,N/A,N/A,No Recommendation Request
3,10,3,0.215,0.875,0.15,0.265106201,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.510375977,N/A,N/A,N/A,No Recommendation Request
3,10,5,0.215,0.875,0.15,0.571624756,N/A,N/A,N/A,No Recommendation Request
3,10,6,0.215,0.875,0.15,0.396606445,N/A,N/A,N/A,No Recommendation Request
3,10,7,0.215,0.875,0.15,0.955718994,N/A,N/A,N/A,No Recommendation Request
3,10,8,0.215,0.875,0.15,0.54284668,N/A,N/A,N/A,No Recommendation Request
3,10,9,0.215,0.875,0.15,0.574523926,N/A,N/A,N/A,No Recommendation Request
4,13,0,0.229,0.865,0.154,0.513885498,N/A,N/A,N/A,No Recommendation Request
4,13,1,0.229,0.865,0.154,0.700561523,N/A,N/A,N/A,No Recommendation Request
4,13,2,0.229,0.865,0.154,0.86114502,N/A,N/A,N/A,No Recommendation Request
4,13,3,0.229,0.865,0.154,0.504180908,N/A,N/A,N/A,No Recommendation Request
4,13,4,0.229,0.865,0.154,0.783782959,N/A,N/A,N/A,No Recommendation Request
4,13,5,0.229,0.865,0.154,0.929626465,N/A,N/A,N/A,No Recommendation Request
4,13,6,0.229,0.865,0.154,0.675018311,N/A,N/A,N/A,No Recommendation Request
4,13,7,0.229,0.865,0.154,0.522247314,N/A,N/A,N/A,No Recommendation Request
4,13,8,0.229,0.865,0.154,0.245422363,N/A,N/A,N/A,No Recommendation Request
4,13,9,0.229,0.865,0.154,0.141204834,0.993621826,N/A,N/A,No Recommendation Follow
4,13,10,0.229,0.865,0.154,0.615142822,N/A,N/A,N/A,No Recommendation Request
4,13,11,0.229,0.865,0.154,0.247467041,N/A,N/A,N/A,No Recommendation Request
4,13,12,0.229,0.865,0.154,0.637634277,N/A,N/A,N/A,No Recommendation Request
5,9,0,0.22,0.871,0.172,0.454772949,N/A,N/A,N/A,No Recommendation Request
5,9,1,0.22,0.871,0.172,0.084014893,0.623413086,0.757385254,N/A,No Rating Submission
5,9,2,0.22,0.871,0.172,0.324707031,N/A,N/A,N/A,No Recommendation Request
5,9,3,0.22,0.871,0.172,0.901275635,N/A,N/A,N/A,No Recommendation Request
5,9,4,0.22,0.871,0.172,0.400024414,N/A,N/A,N/A,No Recommendation Request
5,9,5,0.22,0.871,0.172,0.387756348,N/A,N/A,N/A,No Recommendation Request
5,9,6,0.22,0.871,0.172,0.938568115,N/A,N/A,N/A,No Recommendation Request
5,9,7,0.22,0.871,0.172,0.893188477,N/A,N/A,N/A,No Recommendation Request
