learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.742156982,N/A,N/A,N/A,No Recommendation Request
1,4,1,0.238,0.877,0.163,0.914245605,N/A,N/A,N/A,No Recommendation Request
1,4,2,0.238,0.877,0.163,0.704956055,N/A,N/A,N/A,No Recommendation Request
1,4,3,0.238,0.877,0.163,0.579467773,N/A,N/A,N/A,No Recommendation Request
2,8,0,0.201,0.881,0.16,0.837097168,N/A,N/A,N/A,No Recommendation Request
2,8,1,0.201,0.881,0.16,0.946411133,N/A,N/A,N/A,No Recommendation Request
2,8,2,0.201,0.881,0.16,0.45526123,N/A,N/A,N/A,No Recommendation Request
2,8,3,0.201,0.881,0.16,0.304443359,N/A,N/A,N/A,No Recommendation Request
2,8,4,0.201,0.881,0.16,0.530029297,N/A,N/A,N/A,No Recommendation Request
2,8,5,0.201,0.881,0.16,0.44442749,N/A,N/A,N/A,No Recommendation Request
2,8,6,0.201,0.881,0.16,0.07434082,0.999755859,N/A,N/A,No Recommendation Follow
2,8,7,0.201,0.881,0.16,0.425628662,N/A,N/A,N/A,No Recommendation Request
3,10,0,0.215,0.875,0.15,0.122467041,0.856140137,0.323364258,N/A,No Rating Submission
3,10,1,0.215,0.875,0.15,0.238708496,N/A,N/A,N/A,No Recommendation Request
3,10,2,0.215,0.875,0.15,0.135742188,0.469726563,0.456085205,N/A,No Rating Submission
3,10,3,0.215,0.875,0.15,0.852508545,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.997558594,N/A,N/A,N/A,No Recommendation Request
3,10,5,0.215,0.875,0.15,0.141204834,0.825866699,0.079162598,1,
3,10,6,0.215,0.875,0.15,0.884552002,N/A,N/A,N/A,No Recommendation Request
3,10,7,0.215,0.875,0.15,0.854858398,N/A,N/A,N/A,No Recommendation Request
3,10,8,0.215,0.875,0.15,0.758972168,N/A,N/A,N/A,No Recommendation Request
3,10,9,0.215,0.875,0.15,0.593231201,N/A,N/A,N/A,No Recommendation Request
4,13,0,0.229,0.865,0.154,0.863800049,N/A,N/A,N/A,No Recommendation Request
4,13,1,0.229,0.865,0.154,0.561828613,N/A,N/A,N/A,No Recommendation Request
4,13,2,0.229,0.865,0.154,0.058288574,0.800292969,0.693481445,N/A,No Rating Submission
4,13,3,0.229,0.865,0.154,0.133392334,0.533508301,0.306365967,N/A,No Rating Submission
4,13,4,0.229,0.865,0.154,0.686126709,N/A,N/A,N/A,No Recommendation Request
4,13,5,0.229,0.865,0.154,0.828674316,N/A,N/A,N/A,No Recommendation Request
4,13,6,0.229,0.865,0.154,0.810333252,N/A,N/A,N/A,No Recommendation Request
4,13,7,0.229,0.865,0.154,0.78427124,N/A,N/A,N/A,No Recommendation Request
4,13,8,0.229,0.865,0.154,0.119689941,0.418762207,0.67755127,N/A,No Rating Submission
4,13,9,0.229,0.865,0.154,0.573150635,N/A,N/A,N/A,No Recommendation Request
4,13,10,0.229,0.865,0.154,0.491516113,N/A,N/A,N/A,No Recommendation Request
4,13,11,0.229,0.865,0.154,0.037445068,0.873413086,N/A,N/A,No Recommendation Follow
4,13,12,0.229,0.865,0.154,0.856201172,N/A,N/A,N/A,No Recommendation Request
5,9,0,0.22,0.871,0.172,0.114196777,0.461364746,0.933990479,N/A,No Rating Submission
5,9,1,0.22,0.871,0.172,0.011688232,0.431304932,0.986206055,N/A,No Rating Submission
5,9,2,0.22,0.871,0.172,0.490539551,N/A,N/A,N/A,No Recommendation Request
5,9,3,0.22,0.871,0.172,0.421813965,N/A,N/A,N/A,No Recommendation Request
5,9,4,0.22,0.871,0.172,0.346435547,N/A,N/A,N/A,No Recommendation Request
5,9,5,0.22,0.871,0.172,0.399139404,N/A,N/A,N/A,No Recommendation Request
5,9,6,0.22,0.871,0.172,0.72543335,N/A,N/A,N/A,No Recommendation Request
5,9,7,0.22,0.871,0.172,0.451721191,N/A,N/A,N/A,No Recommendation Request
5,9,8,0.22,0.871,0.172,0.007995605,0.734985352,0.199249268,N/A,No Rating Submission
6,19,0,0.22,0.863,0.181,0.943359375,N/A,N/A,N/A,No Recommendation Request
6,19,1,0.22,0.863,0.181,0.697113037,N/A,N/A,N/A,No Recommendation Request
6,19,2,0.22,0.863,0.181,0.257629395,N/A,N/A,N/A,No Recommendation Request
6,19,3,0.22,0.863,0.181,0.987915039,N/A,N/A,N/A,No Recommendation Request
6,19,4,0.22,0.863,0.181,0.486022949,N/A,N/A,N/A,No Recommendation Request
6,19,5,0.22,0.863,0.181,0.717224121,N/A,N/A,N/A,No Recommendation Request
6,19,6,0.22,0.863,0.181,0.562561035,N/A,N/A,N/A,No Recommendation Request
6,19,7,0.22,0.863,0.181,0.787902832,N/A,N/A,N/A,No Recommendation Request
6,19,8,0.22,0.863,0.181,0.308135986,N/A,N/A,N/A,No Recommendation Request
6,19,9,0.22,0.863,0.181,0.033569336,0.590484619,0.877410889,N/A,No Rating Submission
6,19,10,0.22,0.863,0.181,0.137329102,0.149169922,0.116699219,2,
6,19,11,0.22,0.863,0.181,0.60055542,N/A,N/A,N/A,No Recommendation Request
6,19,12,0.22,0.863,0.181,0.38470459,N/A,N/A,N/A,No Recommendation Request
6,19,13,0.22,0.863,0.181,0.009796143,0.231109619,0.571136475,N/A,No Rating Submission
6,19,14,0.22,0.863,0.181,0.946350098,N/A,N/A,N/A,No Recommendation Request
